title,pubDate,guid,link,description
Farming Wales: The farmer making vodka from sheep milk,"Fri, 11 Mar 2022 23:03:14 GMT",https://www.bbc.co.uk/news/uk-wales-60692167,https://www.bbc.co.uk/news/uk-wales-60692167?at_medium=RSS&at_campaign=KARANGA,"Bryn Perry, from Pembrokeshire, recycles leftover whey from his cheese-making to produce the spirit."
Australia floods: 'I'm angry it's happening again',"Fri, 11 Mar 2022 16:57:06 GMT",https://www.bbc.co.uk/news/world-australia-60686223,https://www.bbc.co.uk/news/world-australia-60686223?at_medium=RSS&at_campaign=KARANGA,"Australians are reeling from one of their worst natural disasters, but many despair at a sense of déjà vu."
Ukraine: How China is censoring online discussion of the war,"Sat, 12 Mar 2022 00:14:55 GMT",https://www.bbc.co.uk/news/60684682,https://www.bbc.co.uk/news/60684682?at_medium=RSS&at_campaign=KARANGA,The authorities are struggling to keep a lid on pro- and anti-Russian views being discussed online.
The Ukrainian sisters separated by war,"Fri, 11 Mar 2022 11:36:00 GMT",https://www.bbc.co.uk/news/uk-england-london-60689753,https://www.bbc.co.uk/news/uk-england-london-60689753?at_medium=RSS&at_campaign=KARANGA,Tetyana Nesterchuk is safe in London while her sister Mariia has chosen to stay in war-torn Ukraine.
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Fri, 11 Mar 2022 17:52:37 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.
‘It was a nightmare in that place’,"Fri, 11 Mar 2022 12:27:59 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60698025,https://www.bbc.co.uk/news/uk-northern-ireland-60698025?at_medium=RSS&at_campaign=KARANGA,"For abuse survivors, Friday's apology has been hard fought - but the years of pain are as vivid as ever."
Cost of living: What Tory MPs want from Rishi Sunak,"Fri, 11 Mar 2022 14:58:59 GMT",https://www.bbc.co.uk/news/uk-politics-60705352,https://www.bbc.co.uk/news/uk-politics-60705352?at_medium=RSS&at_campaign=KARANGA,"MPs are not short of ideas for the chancellor to help struggling families, but all come at a price."
Raducanu into Indian Wells third round with win over Garcia,"Sat, 12 Mar 2022 06:45:08 GMT",https://www.bbc.co.uk/sport/tennis/60715920,https://www.bbc.co.uk/sport/tennis/60715920?at_medium=RSS&at_campaign=KARANGA,"Emma Raducanu gets past Caroline Garcia, while fellow Brit Harriet Dart overcomes Elina Svitolina to reach the third round at Indian Wells."
Murray beats Daniel at Indian Wells for 700th ATP win,"Sat, 12 Mar 2022 06:36:12 GMT",https://www.bbc.co.uk/sport/tennis/60711780,https://www.bbc.co.uk/sport/tennis/60711780?at_medium=RSS&at_campaign=KARANGA,Andy Murray fights back from a set down to beat Taro Daniel 1-6 6-2 6-4 in the first round at Indian Wells as he secures a 700th win on the ATP Tour.
Winter Paralympics: Britain's Menna Fitzpatrick finishes fourth in slalom,"Sat, 12 Mar 2022 06:41:50 GMT",https://www.bbc.co.uk/sport/winter-sports/60718240,https://www.bbc.co.uk/sport/winter-sports/60718240?at_medium=RSS&at_campaign=KARANGA,Britain's Menna Fitzpatrick narrowly misses another Winter Paralympic medal with fourth in the visually-impaired slalom.
Six Nations: 'Ireland will demand new level from new England',"Sat, 12 Mar 2022 06:29:09 GMT",https://www.bbc.co.uk/sport/rugby-union/60713705,https://www.bbc.co.uk/sport/rugby-union/60713705?at_medium=RSS&at_campaign=KARANGA,"England have promised physicality, but will also need unseen accuracy and ambition to derail a resurgent Ireland in Twickenham showdown."
Six Nations: France edge past Wales to keep Grand Slam hopes alive,"Fri, 11 Mar 2022 22:51:53 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60714281,https://www.bbc.co.uk/sport/av/rugby-union/60714281?at_medium=RSS&at_campaign=KARANGA,Watch highlights as France keep alive their dreams of a first Grand Slam and Six Nations title since 2010 with a tense 13-9 win over Wales.
Women's World Cup: 'Sensational!' - Matthews takes brilliant catch to remove Sharma,"Sat, 12 Mar 2022 02:26:00 GMT",https://www.bbc.co.uk/sport/av/cricket/60703936,https://www.bbc.co.uk/sport/av/cricket/60703936?at_medium=RSS&at_campaign=KARANGA,"West Indies' Hayley Matthews takes a ""sensational"" catch at first slip to remove India's Deepti Sharma during their Women's World Cup match in Hamilton."
Six Nations: Dan Biggar kept Wales in the game against France - Martin Johnson,"Fri, 11 Mar 2022 22:30:47 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60714279,https://www.bbc.co.uk/sport/av/rugby-union/60714279?at_medium=RSS&at_campaign=KARANGA,"Martin Johnson praises Dan Biggar's ""very impressive"" performance in Wales' narrow 13-9 defeat to France at the Principality Stadium."
Ukraine war: Evacuations 'extremely difficult' amid shelling,"Sat, 12 Mar 2022 21:58:08 GMT",https://www.bbc.co.uk/news/world-europe-60721323,https://www.bbc.co.uk/news/world-europe-60721323?at_medium=RSS&at_campaign=KARANGA,New attempts are under way to get civilians out of bombed Ukrainian cities as Russia's attack intensifies.
Ukraine war: UK households offered £350 a month for hosting refugees,"Sun, 13 Mar 2022 01:03:18 GMT",https://www.bbc.co.uk/news/uk-60724111,https://www.bbc.co.uk/news/uk-60724111?at_medium=RSS&at_campaign=KARANGA,"Households are encouraged to join the ""national effort"", but critics say the plan falls short."
Roman Abramovich: Rabbi investigated over Portuguese citizenship,"Sat, 12 Mar 2022 23:39:14 GMT",https://www.bbc.co.uk/news/world-europe-60724509,https://www.bbc.co.uk/news/world-europe-60724509?at_medium=RSS&at_campaign=KARANGA,Daniel Litvak helped Russian billionaire Roman Abramovich obtain Portuguese citizenship.
Sarah Everard: Protesters demand 'radical change' to Met Police,"Sat, 12 Mar 2022 19:45:48 GMT",https://www.bbc.co.uk/news/uk-england-london-60720907,https://www.bbc.co.uk/news/uk-england-london-60720907?at_medium=RSS&at_campaign=KARANGA,"Protesters demand change a year since clashes with police at an unauthorised vigil for Sarah Everard,"
Scotland and Wales bid to be refugee super sponsors,"Sun, 13 Mar 2022 00:11:35 GMT",https://www.bbc.co.uk/news/uk-scotland-60722616,https://www.bbc.co.uk/news/uk-scotland-60722616?at_medium=RSS&at_campaign=KARANGA,The first ministers want Ukrainians to be housed quickly and given help with safeguarding and services.
Brexit: Micheál Martin and Boris Johnson discuss NI Protocol,"Sat, 12 Mar 2022 18:23:07 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60723231,https://www.bbc.co.uk/news/uk-northern-ireland-60723231?at_medium=RSS&at_campaign=KARANGA,Micheál Martin and Boris Johnson met prior to attending the Ireland-England rugby match on Saturday.
England in West Indies: Spirited tourists have to settle for draw in first Test,"Sat, 12 Mar 2022 22:12:52 GMT",https://www.bbc.co.uk/sport/cricket/60721663,https://www.bbc.co.uk/sport/cricket/60721663?at_medium=RSS&at_campaign=KARANGA,England have to settle for a draw in the first Test against West Indies despite a spirited performance on the final day in Antigua.
Ukraine war: Protests after Russians 'abduct' Melitopol mayor,"Sat, 12 Mar 2022 09:45:51 GMT",https://www.bbc.co.uk/news/world-europe-60719123,https://www.bbc.co.uk/news/world-europe-60719123?at_medium=RSS&at_campaign=KARANGA,"The president accuses the Russians of ""moving to a new stage of terror"" as Melitopol residents protest."
Boss accused of defrauding blind workers' pensions,"Sun, 13 Mar 2022 00:27:27 GMT",https://www.bbc.co.uk/news/business-60162686,https://www.bbc.co.uk/news/business-60162686?at_medium=RSS&at_campaign=KARANGA,"Blind staff at failed 168-year-old business say they are owed pay, redundancy and furlough money."
Saudi Arabia executes 81 men in one day,"Sat, 12 Mar 2022 15:17:09 GMT",https://www.bbc.co.uk/news/world-middle-east-60722057,https://www.bbc.co.uk/news/world-middle-east-60722057?at_medium=RSS&at_campaign=KARANGA,"The range of charges on which the men were convicted included terrorism and holding ""deviant beliefs""."
Body of missing hillwalker found in Glen Coe,"Sat, 12 Mar 2022 16:05:38 GMT",https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-60722612,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-60722612?at_medium=RSS&at_campaign=KARANGA,"Neil Gillingham, from Kilmarnock, went missing on a walk with his dog last Sunday on Stob Coire Sgreamhach."
Rod Stewart fixes potholes near his Harlow home,"Sat, 12 Mar 2022 17:49:34 GMT",https://www.bbc.co.uk/news/uk-england-essex-60722727,https://www.bbc.co.uk/news/uk-england-essex-60722727?at_medium=RSS&at_campaign=KARANGA,The singer shovels gravel on the road and claims his Ferrari cannot get through the potholes.
Manchester United 3-2 Tottenham Hotspur: Cristiano Ronaldo scores hat-trick in thriller,"Sat, 12 Mar 2022 20:11:51 GMT",https://www.bbc.co.uk/sport/football/60628394,https://www.bbc.co.uk/sport/football/60628394?at_medium=RSS&at_campaign=KARANGA,Cristiano Ronaldo scores a hat-trick as Manchester United beat Tottenham to move into the Champions League places.
War in Ukraine: 'No one wants to die' - meeting Ukraine's teenage soldiers,"Sat, 12 Mar 2022 23:57:22 GMT",https://www.bbc.co.uk/news/world-europe-60724560,https://www.bbc.co.uk/news/world-europe-60724560?at_medium=RSS&at_campaign=KARANGA,Young volunteers swap their studies for assault rifles as they prepare to defend Kyiv from Russian forces.
Russia faces brain drain as thousands flee abroad,"Sun, 13 Mar 2022 01:41:10 GMT",https://www.bbc.co.uk/news/world-europe-60697763,https://www.bbc.co.uk/news/world-europe-60697763?at_medium=RSS&at_campaign=KARANGA,Many Russians who can afford it have fled to nearby countries since Russia invaded Ukraine.
Russia sanctions: How the measures have changed daily life,"Sun, 13 Mar 2022 01:34:57 GMT",https://www.bbc.co.uk/news/world-europe-60647543,https://www.bbc.co.uk/news/world-europe-60647543?at_medium=RSS&at_campaign=KARANGA,Prices are rising in Russia and some goods are harder to buy. Here are ways sanctions are affecting daily life.
Ukraine maps: At-a-glance guide to the Russia war,"Sat, 12 Mar 2022 17:28:30 GMT",https://www.bbc.co.uk/news/world-europe-60506682,https://www.bbc.co.uk/news/world-europe-60506682?at_medium=RSS&at_campaign=KARANGA,Russian troops have expanded their offensive as they continue attempts to cut off the capital Kyiv.
Ukraine: 'Not all Russians support this war',"Sun, 13 Mar 2022 00:02:13 GMT",https://www.bbc.co.uk/news/world-europe-60710975,https://www.bbc.co.uk/news/world-europe-60710975?at_medium=RSS&at_campaign=KARANGA,Yevgeny says it is his responsibility as a Russian to help Ukrainians.
The Papers: £350 a month refugee plan and plea to help orphans,"Sun, 13 Mar 2022 01:27:22 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60724726,https://www.bbc.co.uk/news/blogs-the-papers-60724726?at_medium=RSS&at_campaign=KARANGA,The new scheme that will allow people in the UK to host Ukrainian refugees dominates the front pages.
Your pictures on the theme of 'urban landscape',"Sun, 13 Mar 2022 00:48:47 GMT",https://www.bbc.co.uk/news/in-pictures-60661075,https://www.bbc.co.uk/news/in-pictures-60661075?at_medium=RSS&at_campaign=KARANGA,A selection of striking images from our readers around the world.
The first sex worker strike: 'We are just women and mothers',"Sun, 13 Mar 2022 00:00:40 GMT",https://www.bbc.co.uk/news/stories-60692009,https://www.bbc.co.uk/news/stories-60692009?at_medium=RSS&at_campaign=KARANGA,"When 200 French sex workers took refuge in a church, it started a movement"
Ukraine war: Pictures of war intensifying in third week,"Sat, 12 Mar 2022 12:15:39 GMT",https://www.bbc.co.uk/news/world-europe-60720169,https://www.bbc.co.uk/news/world-europe-60720169?at_medium=RSS&at_campaign=KARANGA,Images from Russia's invasion of Ukraine show a conflict turning deadlier nearly three weeks on.
Console 'scalper' on stockpiling PlayStations for profit,"Sat, 12 Mar 2022 09:21:11 GMT",https://www.bbc.co.uk/news/technology-60719023,https://www.bbc.co.uk/news/technology-60719023?at_medium=RSS&at_campaign=KARANGA,Omar Mehtab spoke to a 'scalper;' a person who stockpiles popular products and resells them for profit.
Will Russia's attack on Ukraine help thaw US-Venezuela relations?,"Sun, 13 Mar 2022 00:23:15 GMT",https://www.bbc.co.uk/news/world-latin-america-60697017,https://www.bbc.co.uk/news/world-latin-america-60697017?at_medium=RSS&at_campaign=KARANGA,"The ban on Russian oil exports is causing prices to surge, and leaders are revisiting some awkward friendships."
Indian evacuee: The kindness of Ukrainians saved my life,"Sun, 13 Mar 2022 00:59:06 GMT",https://www.bbc.co.uk/news/world-asia-india-60650018,https://www.bbc.co.uk/news/world-asia-india-60650018?at_medium=RSS&at_campaign=KARANGA,"From an airstrike bunker to his mum's relieved hugs, Vishnu tells how he and his dog fled Ukraine to India."
Xenotransplantation: Are pigs the future of organ transplants?,"Sun, 13 Mar 2022 00:34:47 GMT",https://www.bbc.co.uk/news/health-60708120,https://www.bbc.co.uk/news/health-60708120?at_medium=RSS&at_campaign=KARANGA,"After a series of medical breakthroughs, will these animals solve the global shortage of organs?"
Bafta Awards 2022: Stars prepare to return to in-person ceremony,"Sun, 13 Mar 2022 00:54:17 GMT",https://www.bbc.co.uk/news/entertainment-arts-60675263,https://www.bbc.co.uk/news/entertainment-arts-60675263?at_medium=RSS&at_campaign=KARANGA,Australian star Rebel Wilson will host the full-capacity ceremony at London's Royal Albert Hall.
"'Without TikTok, I'd still be a wedding singer'","Sun, 13 Mar 2022 00:54:43 GMT",https://www.bbc.co.uk/news/technology-60706269,https://www.bbc.co.uk/news/technology-60706269?at_medium=RSS&at_campaign=KARANGA,The video-sharing platform's new SoundOn service will let people distribute their own music.
PGI status: Could Welsh leeks become the new Cornish pasty?,"Sat, 12 Mar 2022 21:53:54 GMT",https://www.bbc.co.uk/news/uk-wales-60523966,https://www.bbc.co.uk/news/uk-wales-60523966?at_medium=RSS&at_campaign=KARANGA,The humble vegetable could be about to join the likes of Cheddar Cheese and Cornish Pasties.
Isak Munda: The Orissa labourer who became a YouTube star,"Sun, 13 Mar 2022 00:59:28 GMT",https://www.bbc.co.uk/news/world-asia-india-60590121,https://www.bbc.co.uk/news/world-asia-india-60590121?at_medium=RSS&at_campaign=KARANGA,Isak Munda says the platform has changed his life since he started posting videos.
Ronaldo says there 'are no limits for Man Utd' - but has his hat-trick broken a world record?,"Sat, 12 Mar 2022 22:11:24 GMT",https://www.bbc.co.uk/sport/football/60723877,https://www.bbc.co.uk/sport/football/60723877?at_medium=RSS&at_campaign=KARANGA,"Cristiano Ronaldo says there ""are no limits"" for Manchester United after his hat-trick helps them beat Tottenham Hotspur."
Michael Conlan reveals he is OK after Leigh Wood retains world title with brutal knockout,"Sun, 13 Mar 2022 06:43:06 GMT",https://www.bbc.co.uk/sport/boxing/60724637,https://www.bbc.co.uk/sport/boxing/60724637?at_medium=RSS&at_campaign=KARANGA,Leigh Wood produces a brutal last-round knockout of Michael Conlan to retain his WBA featherweight title amid worrying scenes.
"West Indies draw a huge step forward, says England captain Root","Sat, 12 Mar 2022 23:56:16 GMT",https://www.bbc.co.uk/sport/cricket/60724786,https://www.bbc.co.uk/sport/cricket/60724786?at_medium=RSS&at_campaign=KARANGA,"England's draw against West Indies in the first Test is a ""huge step forward"" after a ""difficult year"", says captain Joe Root."
How England's 14 men whipped up Twickenham crowd with stirring display,"Sat, 12 Mar 2022 22:29:01 GMT",https://www.bbc.co.uk/sport/rugby-union/60722386,https://www.bbc.co.uk/sport/rugby-union/60722386?at_medium=RSS&at_campaign=KARANGA,England shred the script that came with Charlie Ewels' early red card with a performance of ferocious defence and unstinting belief.
'Salah must decide if he wants icon status - or money' - will Liverpool forward stay at Anfield?,"Sat, 12 Mar 2022 18:48:17 GMT",https://www.bbc.co.uk/sport/football/60722135,https://www.bbc.co.uk/sport/football/60722135?at_medium=RSS&at_campaign=KARANGA,Mohamed Salah scores as Liverpool beat Brighton at the end of a week in which speculation around his future at the club continued.
MOTD analysis: How 'sensational' Cristiano Ronaldo dominated Tottenham Hotspur,"Sun, 13 Mar 2022 00:15:19 GMT",https://www.bbc.co.uk/sport/av/football/60724399,https://www.bbc.co.uk/sport/av/football/60724399?at_medium=RSS&at_campaign=KARANGA,Match of the Day pundits Alan Shearer and Jermaine Jenas highlight the contribution of Cristiano Ronaldo after his hat-trick helped Manchester United beat Tottenham Hotspur 3-2 at Old Trafford.
Six Nations highlights: Ireland beat England to keep alive Six Nations hopes,"Sat, 12 Mar 2022 20:39:34 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60722775,https://www.bbc.co.uk/sport/av/rugby-union/60722775?at_medium=RSS&at_campaign=KARANGA,Watch highlights as Ireland keep their hopes of a Six Nations title alive with a 32-15 victory over 14-man England at Twickenham.
Ukraine crisis: US warns China against helping Russia,"Mon, 14 Mar 2022 03:38:44 GMT",https://www.bbc.co.uk/news/world-asia-china-60732486,https://www.bbc.co.uk/news/world-asia-china-60732486?at_medium=RSS&at_campaign=KARANGA,US officials say Russia asked China for military support and help in evading sanctions.
Ukraine war: 21 children flown to UK for cancer treatment,"Mon, 14 Mar 2022 04:56:47 GMT",https://www.bbc.co.uk/news/uk-60731806,https://www.bbc.co.uk/news/uk-60731806?at_medium=RSS&at_campaign=KARANGA,The children and their immediate family members arrived on an urgent flight after a plea from Polish officials.
Bafta Film Awards: Benedict Cumberbatch's The Power of the Dog wins top prize,"Sun, 13 Mar 2022 21:04:30 GMT",https://www.bbc.co.uk/news/entertainment-arts-60675263,https://www.bbc.co.uk/news/entertainment-arts-60675263?at_medium=RSS&at_campaign=KARANGA,Benedict Cumberbatch wears a Ukraine badge to the ceremony and says he hopes to take in a refugee.
William Hurt: Oscar-winning actor and Marvel star dies at 71,"Mon, 14 Mar 2022 01:24:50 GMT",https://www.bbc.co.uk/news/entertainment-arts-60731686,https://www.bbc.co.uk/news/entertainment-arts-60731686?at_medium=RSS&at_campaign=KARANGA,His roles ranged from acclaimed 1980s dramas to playing General Thaddeus Ross in five Marvel films.
Tom Brady: NFL great makes retirement U-turn after just six weeks,"Mon, 14 Mar 2022 00:18:20 GMT",https://www.bbc.co.uk/sport/american-football/60731983,https://www.bbc.co.uk/sport/american-football/60731983?at_medium=RSS&at_campaign=KARANGA,"Tom Brady, one of the greatest players in the history of the NFL, is coming back for his 23rd season just a month after announcing his retirement."
Ukraine war: UK refugee scheme set to launch,"Mon, 14 Mar 2022 04:04:51 GMT",https://www.bbc.co.uk/news/uk-60731485,https://www.bbc.co.uk/news/uk-60731485?at_medium=RSS&at_campaign=KARANGA,"It is hoped tens of thousands of displaced people will benefit from the plan, the government says."
Brent Renaud: US journalist and filmmaker killed in Ukraine,"Sun, 13 Mar 2022 21:44:33 GMT",https://www.bbc.co.uk/news/world-europe-60729276,https://www.bbc.co.uk/news/world-europe-60729276?at_medium=RSS&at_campaign=KARANGA,It is the first reported death of a foreign journalist covering the war in Ukraine.
Hong Kong: Briton accused of jeopardising China's security,"Mon, 14 Mar 2022 05:45:06 GMT",https://www.bbc.co.uk/news/uk-60732949,https://www.bbc.co.uk/news/uk-60732949?at_medium=RSS&at_campaign=KARANGA,"Human rights activist is threatened with jail for ""collusion with foreign forces"" over Hong Kong campaign."
"No-one raised security concerns over Lord Lebedev with me, says Michael Gove","Sun, 13 Mar 2022 12:44:48 GMT",https://www.bbc.co.uk/news/uk-politics-60727297,https://www.bbc.co.uk/news/uk-politics-60727297?at_medium=RSS&at_campaign=KARANGA,"Minister says process to become peer is ""rigorous"" after questions about businessman's appointment."
Irbil attack: Iran launches missiles at northern Iraqi city,"Sun, 13 Mar 2022 14:59:14 GMT",https://www.bbc.co.uk/news/world-middle-east-60725959,https://www.bbc.co.uk/news/world-middle-east-60725959?at_medium=RSS&at_campaign=KARANGA,Iraqi officials reject Iran's claim that it hit an Israeli facility near the US consulate in Irbil.
Chelsea 1-0 Newcastle United: Kai Havertz's late goal gives hosts three points,"Sun, 13 Mar 2022 16:42:12 GMT",https://www.bbc.co.uk/sport/football/60635693,https://www.bbc.co.uk/sport/football/60635693?at_medium=RSS&at_campaign=KARANGA,Chelsea snatch a dramatic late winner to beat Newcastle in the first game at Stamford Bridge since Blues' Russian owner Roman Abramovich was sanctioned by the UK government.
Unions warn of job losses if rail firms close ticket offices,"Sun, 13 Mar 2022 22:22:35 GMT",https://www.bbc.co.uk/news/business-60729901,https://www.bbc.co.uk/news/business-60729901?at_medium=RSS&at_campaign=KARANGA,Train operators are talking to unions about how to address job changes in a bid to modernise the railways
Rod Stewart: Videos prompts pothole DIY repair warning,"Sun, 13 Mar 2022 13:16:18 GMT",https://www.bbc.co.uk/news/uk-england-essex-60727187,https://www.bbc.co.uk/news/uk-england-essex-60727187?at_medium=RSS&at_campaign=KARANGA,A council urges people not to attempt road repairs themselves after the singer was filmed doing it.
Zhytomyr: Aerial attacks hit city that is corridor to Kyiv,"Mon, 14 Mar 2022 00:39:01 GMT",https://www.bbc.co.uk/news/world-europe-60729216,https://www.bbc.co.uk/news/world-europe-60729216?at_medium=RSS&at_campaign=KARANGA,"Zhytomyr, in north-west Ukraine, is facing intense daily attacks. Why is it being bombed so heavily?"
Ukraine war: Zelensky visits wounded Ukrainian soldiers,"Sun, 13 Mar 2022 22:47:01 GMT",https://www.bbc.co.uk/news/world-60731908,https://www.bbc.co.uk/news/world-60731908?at_medium=RSS&at_campaign=KARANGA,Ukraine's president gives medals to injured troops and the hospital workers caring for them.
How to spot false posts from Ukraine,"Mon, 14 Mar 2022 00:48:17 GMT",https://www.bbc.co.uk/news/blogs-trending-60654288,https://www.bbc.co.uk/news/blogs-trending-60654288?at_medium=RSS&at_campaign=KARANGA,Ways to slow the spread of bad information and false posts from the war.
Ukraine war: Five times refugees were met with kindness,"Mon, 14 Mar 2022 00:01:03 GMT",https://www.bbc.co.uk/news/world-60730945,https://www.bbc.co.uk/news/world-60730945?at_medium=RSS&at_campaign=KARANGA,"From toys to flowers, refugees fleeing the war in Ukraine are warmly greeted by strangers in Europe."
Poland feels the strain of Ukraine's refugees,"Sun, 13 Mar 2022 20:16:17 GMT",https://www.bbc.co.uk/news/world-europe-60731369,https://www.bbc.co.uk/news/world-europe-60731369?at_medium=RSS&at_campaign=KARANGA,The eastern town of Zamosc has welcomed thousands of refugees but locals wonder how long they can cope.
War in Ukraine: What happened on day 18 of Russia's invasion,"Sun, 13 Mar 2022 20:26:55 GMT",https://www.bbc.co.uk/news/world-europe-60730367,https://www.bbc.co.uk/news/world-europe-60730367?at_medium=RSS&at_campaign=KARANGA,"A military base near the Polish border is attacked, and the UK announces a scheme to house refugees."
Why I want to share my home with a Ukrainian refugee,"Sun, 13 Mar 2022 13:41:18 GMT",https://www.bbc.co.uk/news/uk-60727293,https://www.bbc.co.uk/news/uk-60727293?at_medium=RSS&at_campaign=KARANGA,"John Rutherford has already hosted two refugees, and is open to offering a room to a Ukrainian."
War in Ukraine: Uni to uniform - Ukraine's new teenage army recruits,"Sat, 12 Mar 2022 23:57:22 GMT",https://www.bbc.co.uk/news/world-europe-60724560,https://www.bbc.co.uk/news/world-europe-60724560?at_medium=RSS&at_campaign=KARANGA,Young volunteers swap their studies for assault rifles as they prepare to defend Kyiv from Russian forces.
Newspaper headlines: 'War at Nato's door' as Putin has 'West in sights',"Mon, 14 Mar 2022 06:03:25 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60731666,https://www.bbc.co.uk/news/blogs-the-papers-60731666?at_medium=RSS&at_campaign=KARANGA,"Russia's missile strike on a military base in the west of Ukraine carried a warning, Monday's papers suggest."
Baftas 2022: Seven highlights - from the jokes to the dresses,"Mon, 14 Mar 2022 01:50:38 GMT",https://www.bbc.co.uk/news/entertainment-arts-60730808,https://www.bbc.co.uk/news/entertainment-arts-60730808?at_medium=RSS&at_campaign=KARANGA,Rebel Wilson made an assured hosting debut while West Side Story stars showed solidarity with Ukraine.
The Syrian women replacing men as leaders,"Mon, 14 Mar 2022 00:07:00 GMT",https://www.bbc.co.uk/news/world-middle-east-60682214,https://www.bbc.co.uk/news/world-middle-east-60682214?at_medium=RSS&at_campaign=KARANGA,"Syrian refugees in Lebanon have elected women as leaders of some camps, breaking traditional social norms."
Brent Renaud: Friend of US journalist killed in Ukraine speaks to BBC,"Sun, 13 Mar 2022 19:58:08 GMT",https://www.bbc.co.uk/news/world-europe-60730773,https://www.bbc.co.uk/news/world-europe-60730773?at_medium=RSS&at_campaign=KARANGA,"Mea last spoke to Brent four days ago, and says he was excited to work on a documentary in Ukraine."
Northumberland farm welcomes five-legged lamb,"Sun, 13 Mar 2022 07:25:12 GMT",https://www.bbc.co.uk/news/uk-england-tyne-60715158,https://www.bbc.co.uk/news/uk-england-tyne-60715158?at_medium=RSS&at_campaign=KARANGA,It is the second time Whitehouse Farm in Northumberland has had a lamb with an extra limb.
Reproductive coercion: 'I wasn't allowed to take my pill',"Mon, 14 Mar 2022 01:15:17 GMT",https://www.bbc.co.uk/news/newsbeat-60646285,https://www.bbc.co.uk/news/newsbeat-60646285?at_medium=RSS&at_campaign=KARANGA,A BBC poll suggests 50% of UK women under 45 have experienced a form of reproductive coercion.
British food: How traditional firms are faring under pressure,"Sun, 13 Mar 2022 08:11:30 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-60304829,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60304829?at_medium=RSS&at_campaign=KARANGA,Stilton and pork pie makers have survived for centuries - but what does the future hold?
'I thought I had Covid but it was terminal lung cancer',"Mon, 14 Mar 2022 06:04:45 GMT",https://www.bbc.co.uk/news/uk-wales-60696837,https://www.bbc.co.uk/news/uk-wales-60696837?at_medium=RSS&at_campaign=KARANGA,Doctors call for targeted lung cancer screening to catch cases early and reduce deaths by 20%.
The innovative surfing tech making waves,"Mon, 14 Mar 2022 00:18:49 GMT",https://www.bbc.co.uk/news/business-60689501,https://www.bbc.co.uk/news/business-60689501?at_medium=RSS&at_campaign=KARANGA,"The sport of surfing is modernising, using technology to offer bigger, better and safer thrills."
Deep listening: I realised we all share the same human feelings,"Mon, 14 Mar 2022 00:29:01 GMT",https://www.bbc.co.uk/news/world-60558016,https://www.bbc.co.uk/news/world-60558016?at_medium=RSS&at_campaign=KARANGA,Hawraa was part of a project which encouraged Lebanese citizens with conflicting views to listen to each other.
Rosacea: 'Your skin doesn't define you',"Mon, 14 Mar 2022 00:33:55 GMT",https://www.bbc.co.uk/news/uk-england-lincolnshire-60487031,https://www.bbc.co.uk/news/uk-england-lincolnshire-60487031?at_medium=RSS&at_campaign=KARANGA,People diagnosed with the skin condition rosacea talk about its impact on their mental health.
The Muslim women learning to ride a bike in their 40s,"Mon, 14 Mar 2022 06:50:21 GMT",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-60710565,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-60710565?at_medium=RSS&at_campaign=KARANGA,Hijabi riders is introducing cycling to Muslim women who never learned to ride a bike as a child.
'No doubt I'll stay until end of season' - Tuchel pledges future as Chelsea taking things 'day by day',"Sun, 13 Mar 2022 18:31:07 GMT",https://www.bbc.co.uk/sport/football/60730591,https://www.bbc.co.uk/sport/football/60730591?at_medium=RSS&at_campaign=KARANGA,"Chelsea boss Thomas Tuchel says he and his players should fight for everyone at the club after insisting he'll stay at least ""until the end of the season""."
'So emotional for me' - Ukraine's Yarmolenko scores as West Ham beat Aston Villa,"Sun, 13 Mar 2022 18:35:17 GMT",https://www.bbc.co.uk/sport/football/60635701,https://www.bbc.co.uk/sport/football/60635701?at_medium=RSS&at_campaign=KARANGA,Ukraine international Andriy Yarmolenko scores the opener against Aston Villa in his first West Ham appearance since the outbreak of war in his native country.
"Garth Crooks' Team of the Week: Ronaldo, Diaz, Eriksen, Yarmolenko, Rudiger","Sun, 13 Mar 2022 21:37:16 GMT",https://www.bbc.co.uk/sport/football/60730914,https://www.bbc.co.uk/sport/football/60730914?at_medium=RSS&at_campaign=KARANGA,Who got Garth into trouble at the petrol station? Which striker might be a good buy for Arsenal? Find out in Garth Crooks' latest Team of the Week.
